nr_albumu,nazwisko,imie,wiek,grupa
3329,Tobi,Reginald,25,4
3330,Honour,Leonard,20,3
3331,Favour,Matthias,24,4
3332,Abiola,George,24,1
3333,Sade,Menderes,22,4
3334,Shade,Florent,21,4
3335,Dola,Max,24,1
3336,Yetunde,Matthew,22,2
3337,Chinenye,Dong,19,3
3338,Ifeoma,Cemal,19,4
3339,Yetunde,Hoang,23,3
3340,Ajah,Harrison,21,3
3341,Ngozi,Andy,24,3
3342,Shakara,Ali̇m,23,4
3343,Chidinma,Hayden,23,3
3344,Fumi,Carter,24,3
3345,Fumi,Levi,22,2
3346,Oreoluwa,Lukas,21,3
3347,Yetunde,Tom,21,2
3348,Ovie,Thuan,24,4
3349,Toba,Hy Khánh,19,1
3350,Deola,Alexander,24,4
3351,Zelie,Apolo,24,1
3352,Timi,Pedro Lucas,20,2
3353,Uchenna,Cemre,22,3
3354,Chimamanda,Theo,23,3
3355,Ajah,Troy,20,2
3356,Adama,Adrien,23,2
3357,Fumi,Avery,25,1
3358,Nneoma,Serkan,19,4
3359,Sade,Edgar,23,3
3360,Amara,Alpteki̇n,21,2
3361,Chidinma,Matthew,21,2
3362,Ifeoma,Binh,21,2
3363,Toba,Raphael,23,2
3364,Adeola,Gabriel,22,3
3365,Ngozi,Hugo,22,2
3366,Ngozi,Kong,22,4
"3367,Oluwadamilola,""Nico, Niko"",23,4"
3368,Adama,Berkant,20,3
3369,Amara,Marcus,21,2
3370,Abeni,Henry,21,1
3371,Adama,Nicholas,22,1
3372,Chioma,Max,20,2
3373,Shade,Luiz Fernando,21,1
3374,Nene,Felix,21,3
3375,Ajah,Theo,24,4
3376,Honour,Emmett,20,3
3377,Tobi,François,20,2
3378,Adaora,Leo,23,3
3379,Sola,Arthur,19,3
3380,Adaora,Theodoro,22,1
3381,Yetunde,Ari,21,2
3382,Tomi,Leo,24,3
3383,Chinyere,Alfred,25,2
3384,Folasade,Alper,20,2
3385,Nneka,Hami̇t,23,1
3386,Chinyere,Breno,20,4
3387,Chika,Elliot,24,3
3388,Olamide,Tuan Anh,24,4
3389,Osa,Theo,20,3
3390,Chiamaka,Florian,24,3
3391,Zelie,Nguyen,22,3
3392,Tobi,Efe,22,1
3393,Chisom,Joshua,20,2
3394,Tonna,Riley,25,2
3395,Yetunde,Jacob,24,2
3396,Chinenye,Jonas,24,4
3397,Amara,Alexis,24,3
3398,Shade,Zachary,24,3
3399,Tobi,Jonathan,22,2
3400,Adenike,Leo,21,2
3401,Tobi,Oskar,19,1
3402,Chidera,Theo,22,2
3403,Adeola,Elijas,21,4
3404,Dola,Ercan,20,3
3405,Oluwadarasimi,Blake,23,4
3406,Toba,Lukas,25,3
3407,Ima,Gael,21,1
3408,Folasade,Bento,20,1
3409,Sade,Ramazan,23,2
3410,Nneoma,Aurélien,23,2
3411,Tomi,Henri,20,1
3412,Chinyere,Arthur,22,2
3413,Ngozi,Nuretti̇n,23,2
3414,Oreoluwa,Gilles,19,2
3415,Ima,Lam Anh,19,2
3416,Nneka,Carter,20,3
3417,Adeola,Hy Khánh,22,2
3418,Toye,Hiep,23,2
3419,Dola,Geoffrey,24,1
3420,Sade,Liam,25,1
3421,Adaeze,Hali̇l,25,2
3422,Chinyere,Carlos,19,3
3423,Chidinma,Léo,21,2
3424,Chika,Yoshua,21,3
3425,Amara,Ataberk,24,3
3426,Adeola,Hyeon Gyu,24,1
3427,Adaora,Matthias,23,3
3428,Chioma,Keri̇m,19,3
3429,Toba,Liam,24,3
"3430,Chidera,""Nico, Niko"",23,3"
3431,Chika,Colton,20,2
3432,Chika,Marcos,20,4
3433,Yetunde,Michael,25,4
3434,Deola,Franklin,24,3
3435,Kemi,Kylian,24,1
3436,Shade,Maverick,23,1
3437,Chinenye,Killian,24,2
3438,Tobi,Liam,23,3
3439,Osa,Zachary,19,2
3440,Ima,Aiden,22,3
3441,Adanna,Blake,20,2
3442,Nneoma,Archer,24,2
3443,Sola,Scott,22,2
3444,Sola,Bruce,24,3
3445,Chidinma,Davi Henrique,22,2
3446,Toye,Ryan,19,2
3447,Tari,Leo,22,4
3448,Abeni,Ben,20,2
3449,Adama,Anthony,22,4
3450,Folasade,Samuel Henrique,22,3
3451,Oluwadamilola,Eugene,19,3
3452,Ngozi,Minh,23,3
3453,Oluwadarasimi,José Arthur,23,3
3454,Adenike,Gabriel,24,2
3455,Ijeoma,Emi̇n,23,3
3456,Shakara,Alpay,23,3
3457,Chiamaka,Jason,21,2
3458,Ashani,Tuan Anh,22,2
3459,Chioma,Ramazan,23,3
3460,Ifeoma,Tran Van,20,4
3461,Shade,Efe,21,4
3462,Chidinma,Alexander,25,2
3463,Adanna,Theo,20,2
3464,Deola,Owen,22,3
3465,Sola,Caner,22,3
3466,Yetunde,Xavier,20,3
3467,Nneoma,Axel,23,3
3468,Oni,Jonathan,19,3
3469,Sade,Arlo,22,2
3470,Yetunde,Tony,21,2
3471,Chioma,Ezequiel,25,3
3472,Chinenye,Jonathan,25,3
3473,Honour,James,20,2
3474,Oreoluwa,Anton,23,4
3475,Ola,Bernardo,20,2
3476,Tobi,Théo,21,1
3477,Yetunde,Herman,22,3
3478,Amma,Isaac,19,3
3479,Tobi,Williams,20,2
3480,Chizaram,Alparslan,22,4
3481,Ajah,Niklas,20,3
3482,Adaeze,Evan,20,4
3483,Oni,Milo,24,1
3484,Oreoluwa,Hunter,21,1
3485,Amma,Benoît,22,4
3486,Oreoluwa,Lam Anh,23,2
3487,Zelie,Cem,21,1
3488,Abiola,Muhammad,22,4
3489,Adanna,Randy,22,3
3490,Oreoluwa,Bryan,21,2
3491,Nneoma,Luiz Gustavo,20,2
3492,Adama,Carl,23,4
3493,Ifeoma,Lewin,20,1
3494,Ima,Vitor Gabriel,19,2
3495,Zelie,Thomas,24,2
3496,Honour,Theodoro,22,2
3497,Dera,Leslie,22,2
3498,Stephenia,Jim,22,2
3499,Zelie,Andrew,23,3
3500,Ima,Luan,23,2
3501,Tari,Temitope,21,1
3502,Olamide,Ugochukwu,23,3
3503,Ola,Ugochukwu,22,4
3504,Timi,Geofrey,22,4
3505,Chioma,Ayodeji,23,3
3506,Kemi,Ikenna,24,2
3507,Ovie,Chidubem,25,2
3508,Nneoma,Obinna,22,1
3509,Olamide,Oluwatobiloba,21,4
3510,Uchenna,Chidi,23,3
3511,Adanna,Tobenna,20,3
3512,Ijeoma,Oshay,24,1
3513,Ovie,Tobi,20,2
3514,Chizaram,Abayomi,25,3
3515,Abeni,Olamide,24,4
3516,Ima,Chibueze,23,2
3517,Amara,Chidubem,23,4
3518,Zelie,Olumide,20,2
3519,Chinenye,Oluwafemi,24,3
3520,Dera,Shade,23,1
3521,Uchenna,Oluwaseun,21,3
3522,Dola,Obinna,22,3
3523,Chizaram,Abayomi,20,4
3524,Chiamaka,Adewale,21,3
3525,Ima,Kayin,25,3
3526,Ngozi,Oluwatobi,21,2
3527,Sola,Ugochukwu,19,1
3528,Adama,Ayodeji,21,3
3529,Toba,Olajuwon,25,1
3530,Chidinma,Ike,23,2
3531,Sola,Ugonna,25,4
3532,Oni,Taye,23,4
3533,Abiola,Olajuwon,22,2
3534,Ovie,Chidubem,25,2
3535,Oni,Tobi,24,3
3536,Fumi,Ayodele,22,3
3537,Ngozi,Nnamdi,22,3
3538,Honour,Ikechukwu,23,4
3539,Ajah,Chinedu,22,1
3540,Adanna,Ugochukwu,24,3
3541,Ajah,Geofrey,19,2
3542,Amara,Ayinde,25,4
3543,Ima,Uchenna,24,2
3544,Dola,Ugo,22,2
3545,Yetunde,Abayomi,21,2
3546,Stephenia,Kayin,25,3
3547,Ifeoma,Emeka,22,2
3548,Tomi,Obinna,22,4
3549,Adeola,Ayodele,22,4
3550,Sade,Taye,24,1
3551,Chiamaka,Olamide,19,4
3552,Ima,Ugochukwu,24,1
3553,Favour,Okey,24,3
3554,Dola,Adama,20,3
3555,Adanna,Oshay,20,4
3556,Amara,Taiwo,21,3
3557,Tonna,Uchenna,20,1
3558,Chisom,Ayomide,25,2
3559,Tobi,Chinedu,20,1
3560,Stephenia,Amadi,23,3
3561,Honour,Olajuwon,24,3
3562,Nneka,Oluwafemi,21,3
3563,Chimamanda,Akin,19,3
3564,Tari,Obinna,23,3
3565,Adama,Ikechukwu,22,1
3566,Nneka,Ugo,21,2
3567,Toye,Ade,20,2
3568,Yetunde,Kelechi,20,4
3569,Nneka,Kelechi,20,3
3570,Ajah,Oluwatobi,25,3
3571,Ngozi,Abayomi,20,3
3572,Oreoluwa,Adama,21,4
3573,Ovie,Ayomide,20,2
3574,Chiamaka,Ikechukwu,23,4
3575,Deola,Tobi,19,4
3576,Tari,Ikenna,20,3
3577,Ogechi,Obinna,20,1
3578,Dera,Oluwaseun,23,2
3579,Ijeoma,Adewale,21,1
3580,Oluwadamilola,Olumide,20,3
3581,Chidera,Ikechukwu,21,3
3582,Chika,Tobi,23,3
3583,Toba,Kayin,23,3
3584,Ijeoma,Temitope,21,3
3585,Chidera,Adewale,20,4
3586,Chiamaka,Geofrey,23,2
3587,Chisom,Ovie,22,1
3588,Tari,Saheed,24,2
3589,Ngozi,Chigozie,23,2
3590,Folasade,Uchenna,23,4
3591,Chika,Oluwaseun,23,4
3592,Ovie,Ayodeji,22,1
3593,Folasade,Temitope,20,3
3594,Ola,Okey,22,2
3595,Chidinma,Ovie,23,3
3596,Oni,Chike,22,1
3597,Ifeoma,Chidi,21,4
3598,Amma,Oluwaseyi,24,1
3599,Chidinma,Emeka,19,4
3600,Honour,Ikechukwu,24,3
3601,Chimamanda,Kelechi,23,3
3602,Tonna,Ugonna,22,1
3603,Abiola,Praise,25,3
3604,Chika,Ayodele,25,4
3605,Dera,Ugo,21,2
3606,Ijeoma,Oshay,19,4
3607,Ovie,Uchenna,21,4
3608,Dola,Praise,24,2
3609,Tonna,Taiwo,22,3
3610,Kemi,Chigozie,22,2
3611,Ola,Nnamdi,22,1
3612,Shakara,Ugo,20,3
3613,Sade,Oluwatobi,24,3
3614,Ajah,Okey,22,3
3615,Kemi,Abayomi,22,3
3616,Ijeoma,Ugochukwu,22,4
3617,Tari,Nnamdi,23,1
3618,Chidera,Chukwudi,22,4
3619,Ola,Amadi,22,3
3620,Chinenye,Akin,21,1
3621,Dola,Akin,21,2
3622,Ngozi,Chima,24,1
3623,Sade,Oluwafemi,25,3
3624,Tari,Tobi,22,3
3625,Folasade,Kayode,23,1
3626,Sade,Temitope,22,3
3627,Chinyere,Abayomi,21,1
3628,Chidinma,Oluwaseun,23,3
3629,Adenike,Chidubem,22,1
3630,Favour,Amadi,24,2
3631,Toba,Ugochukwu,20,4
3632,Oreoluwa,Ugonna,19,3
3633,Toye,Okey,20,1
3634,Ifeoma,Olamide,21,3
3635,Nneoma,Okey,24,3
3636,Shade,Ayodeji,22,2
3637,Ijeoma,Ikenna,20,4
3638,Chinyere,Atiba,24,2
3639,Ifeoma,Ovie,24,3
3640,Chidera,Taye,24,3
3641,Chika,Ayodele,23,3
3642,Adaora,Praise,24,2
3643,Ovie,Saheed,21,1
3644,Chioma,Kenechukwu,23,3
3645,Fumi,Temitope,23,3
3646,Chidinma,Akin,21,2
3647,Toba,Oreoluwa,23,3
3648,Adaeze,Taiwo,22,3
3649,Deola,Oluwatobi,21,4
3650,Amara,Ikechukwu,24,2
3651,Ifeoluwa,Oluwatobiloba,19,2
3652,Oluwadamilola,Ovie,20,3
3653,Chimamanda,Ayodeji,21,3
3654,Shakara,Oluwaseun,24,3
3655,Ifeoma,Tobi,24,3
3656,Tari,Ayodele,25,3
3657,Ima,Atiba,20,2
3658,Dera,Kelechi,21,2
3659,Oreoluwa,Adewale,22,3
3660,Uchenna,Babatunde,22,2
3661,Nneka,Chigozie,23,3
3662,Zelie,Ade,23,2
3663,Honour,Taiwo,21,1
3664,Kemi,Abayomi,20,2
3665,Sade,Taiwo,20,4
3666,Ovie,Olajuwon,24,2
3667,Ashani,Ugonna,24,3
3668,Adeola,Chidi,22,4
3669,Uchenna,Abayomi,24,1
3670,Chizaram,Oluwaseun,22,4
3671,Oluwadamilola,Emeka,21,2
3672,Nneka,Chidi,23,2
3673,Nneka,Ugochukwu,21,4
3674,Shade,Akin,23,3
3675,Chimamanda,Ayomide,25,1
3676,Adenike,Kelechi,21,3
3677,Adama,Chidubem,22,2
3678,Chinyere,Geofrey,22,2
3679,Ajah,Ayodeji,23,1
3680,Tari,Kenechukwu,19,4
3681,Tari,Chidi,21,3
3682,Chioma,Saheed,21,3
3683,Chisom,Chidi,24,3
3684,Adama,Ugo,20,3
3685,Adanna,Chukwuemeka,23,3
3686,Chinyere,Ike,24,2
3687,Ifeoluwa,Chukwuemeka,25,2
3688,Chinyere,Ayinde,21,3
3689,Ola,Olamide,21,3
3690,Toye,Okey,22,1
3691,Adeola,Chinedu,24,2
3692,Chiamaka,Ike,22,4
3693,Oni,Chidi,21,4
3694,Tomi,Praise,19,1
3695,Oluwadamilola,Ikechukwu,21,3
3696,Chidera,Obinna,24,2
3697,Chinenye,Ugochukwu,24,1
3698,Sade,Adewale,20,2
3699,Osa,Chima,22,1
3700,Ogechi,Chigozie,22,2
3701,Chika,Ayomide,23,1
3702,Oluwadamilola,Babatunde,22,2
3703,Olamide,Chukwudi,24,1
3704,Sade,Adewale,24,1
3705,Oreoluwa,Uchenna,22,4
3706,Chioma,Chukwuemeka,21,2
3707,Olamide,Ugo,24,2
3708,Shakara,Ugochukwu,22,1
3709,Dera,Efe,25,4
3710,Adaeze,Taye,22,3
3711,Adama,Ikenna,20,1
3712,Tonna,Chukwuemeka,23,3
3713,Chioma,Chinedu,25,3
3714,Oni,Kayin,25,4
3715,Oni,Oreoluwa,21,4
3716,Chinenye,Babatunde,24,3
3717,Sola,Geofrey,19,3
3718,Oluwadamilola,Ikechukwu,21,1
3719,Dera,Abayomi,21,3
3720,Nene,Okey,21,3
3721,Adaeze,Olufemi,24,1
3722,Oni,Efe,20,2
3723,Ola,Chukwudi,21,4
3724,Favour,Obie,25,3
3725,Yetunde,Oluwafemi,24,2
3726,Oluwadamilola,Olumide,21,3
3727,Kemi,Chinedu,21,1
3728,Stephenia,Ade,21,2
3729,Abiola,Olamide,19,3
3730,Ogechi,Taiwo,24,1
3731,Ola,Olajuwon,23,4
3732,Chinyere,Chigozie,24,2
3733,Chidera,Ayinde,21,3
3734,Abeni,Ayinde,24,3
3735,Yetunde,Olumide,22,3
3736,Tari,Akin,25,2
3737,Tomi,Emeka,24,2
3738,Adanna,Oluwatobi,23,4
3739,Dola,Adama,22,3
3740,Chidera,Atiba,24,4
3741,Oluwadarasimi,Chidi,20,2
3742,Shakara,Chukwudi,22,3
3743,Shade,Adewale,22,3
3744,Shade,Olamide,21,3
3745,Honour,Olamide,21,3
3746,Honour,Obie,22,2
3747,Adama,Adewale,23,2
3748,Shakara,Tobenna,24,4
3749,Timi,Taiwo,23,1
3750,Chiamaka,Ike,21,2
3751,Ovie,Chima,22,2
3752,Oluwadamilola,Oluwatobi,24,2
3753,Olamide,Ikenna,25,3
3754,Adaora,Obie,25,2
3755,Chidera,Obinna,19,3
3756,Adaeze,Ayomide,21,4
3757,Abiola,Uchenna,20,3
3758,Tonna,Tobe,23,4
3759,Uchenna,Kayode,21,3
3760,Ovie,Tobe,20,3
3761,Ovie,Ikenna,24,3
3762,Chidinma,Ayinde,21,2
3763,Nneka,Abayomi,21,3
3764,Nneka,Akin,21,3
3765,Tobi,Oshay,24,2
3766,Chisom,Ayodeji,23,2
3767,Ajah,Chukwuemeka,23,2
3768,Fumi,Oluwatobi,23,3
3769,Favour,Chibueze,22,2
3770,Folasade,Chukwudi,20,1
3771,Oni,Chigozie,20,2
3772,Amma,Kelechi,23,4
3773,Shakara,Tobe,20,4
3774,Shakara,Chukwudi,22,4
3775,Adaeze,Chike,19,3
3776,Yetunde,Chike,23,3
3777,Adama,Ayinde,25,2
3778,Ngozi,Temitope,25,4
3779,Abeni,Oluwatobiloba,24,1
3780,Kemi,Taye,23,4
3781,Chioma,Amadi,21,3
3782,Oluwadamilola,Chinedu,24,3
3783,Ajah,Saheed,23,1
3784,Oreoluwa,Chike,24,2
3785,Ogechi,Akin,19,4
3786,Sola,Olamide,24,2
3787,Tomi,Saheed,24,4
3788,Osa,Nnamdi,23,2
3789,Folasade,Uchenna,22,2
3790,Ima,Chike,21,3
3791,Amma,Olufemi,19,2
3792,Chioma,Ovie,24,2
3793,Stephenia,Chibueze,22,2
3794,Chidera,Kayin,20,2
3795,Chisom,Tobe,23,3
3796,Chimamanda,Olamide,23,3
3797,Chidinma,Chima,25,2
3798,Adeola,Kayin,21,2
3799,Abeni,Adama,20,3
3800,Ngozi,Oluwafemi,23,2
3801,Dera,Kelechi,23,2
3802,Chidinma,Oluwaseyi,23,3
3803,Osa,Geofrey,20,1
3804,Oni,Ikenna,19,1
3805,Stephenia,Oshay,21,2
3806,Honour,Juwon,23,2
3807,Abeni,Tobi,23,3
3808,Adeola,Juwon,21,2
3809,Sola,Kenechukwu,23,3
3810,Abeni,Ayomide,24,4
3811,Nneoma,Ayomide,24,3
3812,Amara,Oluwaseyi,20,2
3813,Ifeoma,Obie,22,4
3814,Dera,Chibueze,25,4
3815,Chioma,Chukwudi,23,1
3816,Ogechi,Obie,20,3
3817,Chinyere,Ayomide,19,1
3818,Nneoma,Efe,20,2
3819,Timi,Kenechukwu,22,3
3820,Nneoma,Kayin,21,4
3821,Abiola,Kelechi,24,3
3822,Chizaram,Adewale,22,4
3823,Chinenye,Chidubem,24,3
3824,Oreoluwa,Uchenna,24,3
3825,Chiamaka,Atiba,21,4
3826,Chizaram,Olufemi,23,2
3827,Tobi,Kelechi,21,2
3828,Chinenye,Adama,23,1
3829,Zelie,Ikechukwu,23,3
3830,Dola,Praise,22,4
3831,Tomi,Adama,20,2
3832,Sola,Olumide,23,4
3833,Ima,Chibueze,25,2
3834,Sola,Chidubem,21,3
3835,Deola,Ugo,24,2
3836,Chizaram,Ike,19,2
3837,Toba,Chukwuemeka,20,3
3838,Osa,Chima,20,3
3839,Chimamanda,Temitope,23,3
3840,Folasade,Oreoluwa,22,3
3841,Ashani,Taiwo,23,3
3842,Chinenye,Oluwatobiloba,22,3
3843,Adaeze,Oluwatobiloba,24,3
3844,Favour,Tobenna,20,2
3845,Shakara,Chigozie,21,1
3846,Favour,Obie,23,4
3847,Oluwadarasimi,Obie,21,1
3848,Chioma,Chidubem,20,2
3849,Chizaram,Chidi,23,4
3850,Chidinma,Chibueze,19,1
3851,Olamide,Chima,21,3
3852,Yetunde,Geofrey,20,3
3853,Toye,Taye,23,4
3854,Zelie,Temitope,24,3
3855,Oluwadamilola,Oluwafemi,25,4
3856,Abiola,Saheed,19,3
3857,Chisom,Tobe,22,1
3858,Osa,Rapheal,21,3
3859,Chisom,Ike,21,1
3860,Fumi,Oluwatobiloba,23,3
3861,Olamide,Atiba,23,3
3862,Oluwadarasimi,Chukwuemeka,20,2
3863,Nneka,Nnamdi,22,3
3864,Adenike,Ugonna,21,4
3865,Chioma,Olufemi,22,2
3866,Dera,Temitope,24,3
3867,Favour,Olumide,19,2
3868,Sade,Atiba,23,3
3869,Adaora,Adama,21,1
3870,Nneka,Taiwo,23,1
3871,Uchenna,Chukwudi,20,2
3872,Zelie,Oluwaseyi,20,2
3873,Fumi,Saheed,23,2
3874,Adama,Olajuwon,23,3
3875,Shade,Ugo,20,3
3876,Yetunde,Kelechi,22,3
3877,Ajah,Oluwafemi,23,1
3878,Sade,Taiwo,24,1
3879,Chidinma,Ikenna,25,2
3880,Adama,Chima,22,3
3881,Chinyere,Amadi,21,4
3882,Adaeze,Chike,25,4
3883,Yetunde,Ade,21,1
3884,Chizaram,Kayin,23,3
3885,Favour,Temitope,22,1
3886,Adama,Ade,24,4
3887,Folasade,Oluwaseyi,23,3
3888,Amara,Obie,20,2
3889,Chidera,Ayodele,21,2
3890,Ajah,Kelechi,21,1
3891,Adanna,Ayomide,22,2
3892,Oni,Ikenna,21,2
3893,Ifeoluwa,Taye,24,3
3894,Ola,Obinna,19,2
3895,Adaora,Ugonna,20,1
3896,Honour,Oshay,22,3
3897,Chinyere,Emeka,21,1
3898,Chinyere,Uchenna,24,4
3899,Adaora,Temitope,23,2
3900,Chinyere,Oluwatobi,25,4
3901,Ashani,Emeka,25,1
3902,Tari,Chigozie,19,2
3903,Shakara,Chukwudi,24,1
3904,Sade,Obinna,20,1
3905,Fumi,Ovie,20,1
3906,Shade,Uchenna,24,3
3907,Adaeze,Tobi,23,3
3908,Nneoma,Chukwudi,24,3
3909,Adenike,Chinedu,22,4
3910,Deola,Olufemi,22,3
3911,Uchenna,Oluwatobiloba,22,2
3912,Toba,Olamide,21,2
3913,Tonna,Oluwaseyi,23,3
3914,Amara,Oluwafemi,24,2
3915,Stephenia,Amadi,21,3
3916,Toye,Atiba,21,2
3917,Adama,Oluwatobi,23,2
3918,Adaora,Ugo,23,1
3919,Tomi,Tobenna,23,4
3920,Oni,Kenechukwu,19,3
3921,Ovie,Taye,23,4
3922,Nneka,Kayin,22,3
3923,Nneoma,Praise,23,3
3924,Nneoma,Babatunde,23,2
3925,Chiamaka,Ayodeji,22,2
3926,Yetunde,Chinedu,22,2
3927,Chinenye,Emeka,23,2
3928,Nneka,Chima,25,3
3929,Adaora,Chukwuemeka,20,1
3930,Olamide,Obie,20,4
3931,Toba,Babatunde,20,3
3932,Ifeoluwa,Oluwaseyi,23,3
3933,Sola,Kayin,24,1
3934,Oluwadarasimi,Oluwafemi,22,2
3935,Adaora,Nnamdi,23,1
3936,Oreoluwa,Ayinde,23,2
3937,Tobi,Ikechukwu,22,4
3938,Tonna,Abayomi,20,1
3939,Amma,Ugo,24,2
3940,Chidera,Atiba,19,2
3941,Chidinma,Chidubem,23,1
3942,Ifeoluwa,Ikechukwu,21,4
3943,Ima,Taiwo,23,1
3944,Chika,Olamide,21,4
3945,Ogechi,Kayin,23,3
3946,Dera,Praise,24,2
3947,Oluwadarasimi,Amadi,22,4
3948,Adanna,Ugochukwu,21,1
3949,Oluwadarasimi,Kayin,23,1
3950,Olamide,Oreoluwa,21,3
3951,Chinyere,Ayinde,21,2
3952,Tonna,Chike,21,2
3953,Adama,Chidi,22,2
3954,Nneka,Kayode,22,2
3955,Adanna,Taye,20,2
3956,Sola,Chukwuemeka,21,3
3957,Chizaram,Oluwatobi,22,4
3958,Abiola,Taye,20,4
3959,Ogechi,Adewale,19,2
3960,Abeni,Ayinde,21,4
3961,Ifeoma,Obie,19,1
3962,Oluwadarasimi,Ike,23,3
3963,Tonna,Ugo,21,2
3964,Uchenna,Chukwuemeka,20,4
3965,Toye,Taye,21,3
3966,Dera,Chukwuemeka,19,1
3967,Chika,Ugo,21,2
3968,Yetunde,Chike,21,4
3969,Tari,Oluwafemi,23,3
3970,Olamide,Olumide,24,2
3971,Chimamanda,Oluwatobi,19,3
3972,Olamide,Abayomi,21,3
3973,Chidinma,Oluwaseyi,24,2
3974,Chiamaka,Emeka,23,2
3975,Ashani,Ovie,20,3
3976,Toye,Geofrey,19,3
3977,Ifeoma,Obinna,20,1
3978,Tonna,Tobi,22,2
3979,Kemi,Emeka,19,3
3980,Ola,Olufemi,25,3
3981,Chimamanda,Babatunde,23,1
3982,Chimamanda,Oluwatobi,21,1
3983,Ajah,Temitope,19,2
3984,Tari,Obie,21,1
3985,Adaora,Chukwudi,19,3
3986,Chika,Temitope,20,4
3987,Kemi,Ayodele,20,2
3988,Adaora,Olamide,25,2
3989,Dola,Adama,22,3
3990,Chidinma,Praise,20,3
3991,Adama,Adama,20,3
3992,Oluwadamilola,Ugochukwu,20,3
3993,Stephenia,Oluwaseun,22,3
3994,Adeola,Tobi,20,3
3995,Dera,Temitope,22,2
3996,Nneoma,Nnamdi,20,3
3997,Tomi,Obie,22,2
3998,Tobi,Shade,24,2
3999,Kemi,Saheed,25,2
4000,Adaeze,Ikechukwu,22,1
4001,Aurora,Rainer,22,3
4002,Abigail,Simon,21,2
4003,Chloe,Moritz,23,2
4004,Alexa,Christian,24,3
4005,Autumn,Christoph,24,2
4006,Aaliyah,Waldemar,20,2
4007,Taylor,Detlef,21,3
4008,Sophie,Roman,23,3
4009,Maya,Dieter,20,2
4010,Maya,Jonas,24,2
4011,Alice,Sören,20,1
4012,Alexa,Erwin,25,2
4013,Aurora,Gustav,20,3
4014,Sophie,Paul,22,3
4015,Lucy,Eike,20,2
4016,Chloe,Jonas,21,3
4017,Rachel,Ansgar,21,3
4018,Alyssa,Robert,21,2
4019,Eva,Nils,24,3
4020,Mackenzie,Lars,23,4
4021,Isla,Benedikt,22,3
4022,Kaylee,Nils,25,4
4023,Madelyn,Damian,23,1
4024,Lucy,Benedikt,21,1
4025,Elena,Ingo,25,2
4026,Penelope,Reiner,25,2
4027,Brooklyn,Fabian,20,3
4028,Isabella,Dimitri,24,4
4029,Penelope,Bernhard,22,1
4030,Mya,Edgar,22,1
4031,Anna,Bertram,24,1
4032,Allison,Josef,24,3
4033,Eleanor,Nicolas,21,3
4034,Julia,Richard,25,4
4035,Elizabeth,Till,21,3
4036,Ellie,Xaver,20,4
4037,Emma,Valentin,25,3
4038,Gabriella,Boris,23,3
4039,Madelyn,Rudolf,21,4
4040,Aurora,Alex,24,2
4041,Jade,Wilhelm,19,2
4042,Chloe,Reiner,24,3
4043,Leah,Gisbert,22,4
4044,Madelyn,Sebastian,25,3
4045,Maya,Roman,20,2
4046,Lillian,Harald,23,3
4047,Madelyn,Conrad,21,4
4048,Aurora,Dieter,21,4
4049,Addison,Bert,22,2
4050,Ella,Gregor,22,4
4051,Aubrey,Samuel,21,1
4052,Aaliyah,Thorsten,23,3
4053,Layla,Ulf,25,1
4054,Sophia,Günther,21,4
4055,Taylor,Ansgar,21,3
4056,Emilia,Franz,20,2
4057,Mila,Sören,23,2
4058,Riley,Sven,20,1
4059,Isabelle,Dirk,22,1
4060,Lucy,Michael,22,3
4061,Ella,Geralt,23,4
4062,Clara,Guido,23,1
4063,Amelia,Gerd,22,1
4064,Rose,Simon,21,2
4065,Natalie,Burkhardt,21,2
4066,Ava,Hans,21,3
4067,Grace,Aaron,24,1
4068,Aurora,Damian,24,2
4069,Arianna,Manfred,21,3
4070,Mia,Lothar,19,3
4071,Mya,Nils,20,2
4072,Arianna,Maximilian,20,1
4073,Sienna,Lothar,25,1
4074,Mia,Hannes,22,1
4075,Aurora,Oliver,21,4
4076,Eva,Lorenz,24,2
4077,Aaliyah,Manfred,20,3
4078,Harper,Josef,25,1
4079,Madelyn,Norbert,25,3
4080,Rosalie,Karl,24,2
4081,Charlotte,Timo,20,4
4082,Hannah,Viktor,20,4
4083,Isla,Berthold,24,1
4084,Lyla,Roman,20,3
4085,Isabelle,Raimund,21,2
4086,Autumn,Raimund,22,4
4087,Grace,Zacharias,20,2
4088,Beatrice,Kai,21,1
4089,Evelyn,Gerhard,23,4
4090,Gabriella,Boris,19,1
4091,Allison,Philipp,24,3
4092,Brielle,Johannes,23,2
4093,Isla,Lukas,21,1
4094,Aria,Erwin,22,3
4095,Isabella,Alexander,20,4
4096,Sienna,Ingo,25,4
4097,Beatrice,Adam,21,4
4098,Layla,Sören,21,4
4099,Lyla,Rainer,25,2
4100,Riley,Wendelin,19,3
4101,Freya,Sebastian,20,3
4102,Grace,Roman,23,2
4103,Beatrice,Valentin,24,4
4104,Hailey,Nico,22,2
4105,Olivia,Ferdinand,22,3
4106,Nora,Dimitri,23,3
4107,Madelyn,Valentin,24,1
4108,Chloe,Kai,20,4
4109,Alice,Ansgar,20,4
4110,Charlie,Hans,22,3
4111,Rosalie,Berthold,21,2
4112,Savannah,Reiner,22,3
4113,Riley,Thorsten,23,2
4114,Layla,Alexander,23,3
4115,Natalie,Gisbert,25,1
4116,Eleanor,Samuel,22,3
